Area_sqft,Property_Type,Year_Built,Distance_to_City_Center_km,Bedrooms,Bathrooms,Floor_Number,Price_INR
4529,0.0,2021,19.897034361163918,6,5,4,33192239
5365,0.5,2016,26.357625565836493,6,6,3,44315253
2872,0.0,2023,23.95730048021486,4,5,10,11947803
4449,1.0,2014,29.06441042655913,5,6,2,39734124
5584,1.0,2015,2.5583626022850665,6,5,1,97479801
2009,0.0,2013,20.97090952732571,3,3,15,6678084
5011,1.0,2010,3.6384354529998566,6,5,0,76765302
5454,0.0,2016,34.10943676835811,6,6,10,33167988
5540,0.0,2022,12.418667630735085,6,5,6,43086439
5327,0.0,2022,15.889150313432003,6,6,5,22403396
2691,1.0,2021,29.611264796091948,3,3,0,27074200
5588,0.0,2024,15.924615343681618,6,6,17,24162247
5415,0.0,2011,32.97241407352249,6,6,6,29858069
1945,0.0,2020,38.85309222857208,3,3,9,7031299
2034,0.5,2016,28.8404087407975,2,3,1,16370930
431,1.0,2010,7.455093440280959,1,1,0,4056420
3032,1.0,2018,20.505568062893957,3,4,2,19270600
2862,1.0,2019,33.099814111204104,4,4,0,45563846
4894,0.0,2013,12.622107866851666,6,5,9,31182456
503,0.0,2018,42.71019498888028,1,1,4,1774476
1026,1.0,2012,42.48283867224087,1,1,2,4727574
3301,1.0,2011,15.559388907488026,5,6,1,29880245
3158,0.5,2024,27.82077718571137,3,3,3,17221708
1833,0.0,2014,17.77974724139724,2,1,12,10986650
5090,1.0,2012,32.808418788997486,6,6,0,25081477
3693,0.0,2015,35.79022007219976,4,3,10,22085936
5163,0.5,2013,7.914703954269636,6,5,3,41565430
4096,0.0,2013,23.663942916516696,5,5,0,14378806
778,1.0,2019,15.903339957378856,1,1,3,7751872
3615,1.0,2014,41.67380771978214,5,5,1,30373776
4415,0.0,2023,9.261344732608025,6,5,6,20094854
4738,0.0,2022,42.61893747724998,5,4,8,19105244
2927,1.0,2024,19.157524563793967,3,2,3,19793944
4320,0.0,2015,39.371670816202105,5,5,14,24129062
3815,0.0,2019,21.161507923162105,5,6,7,40889540
468,0.0,2019,27.81562029704502,1,2,11,5131035
1115,1.0,2023,44.47039501184112,1,2,0,10006335
3365,0.5,2019,33.05801860751608,4,3,3,26566324
5531,0.5,2015,9.168957810296536,6,5,3,27738206
5612,0.0,2016,12.216523273209788,6,5,13,61541574
4041,0.0,2016,21.107472534487815,5,6,14,42979112
2934,0.0,2024,26.57780637710738,3,4,10,21144947
1843,0.0,2022,3.2180009668175686,2,2,3,14899005
5269,0.0,2021,2.437277164754186,6,6,3,24479178
5183,0.0,2013,20.854826913345594,6,6,7,18426247
3479,0.0,2020,23.797368061320185,5,6,18,23660133
469,0.5,2015,4.050002600926906,1,1,2,7050365
1773,0.0,2013,21.658388233812875,2,2,20,11330015
3725,1.0,2011,35.23449110535403,4,4,1,17818058
2786,1.0,2020,24.934891655017392,3,3,0,17798301
4377,1.0,2023,21.760013506610516,5,5,3,25995966
2751,0.0,2025,3.6799223731123267,4,5,13,37553362
2301,0.0,2025,44.13435010339517,2,3,10,8729672
3066,0.0,2017,24.583259235478675,4,5,8,11575890
5895,0.5,2010,20.500006365665342,6,5,3,73421739
3505,0.0,2024,3.78188032053829,5,6,1,16614695
4050,0.5,2025,33.28050348711031,6,5,0,36136639
681,0.0,2014,12.76543665925995,1,1,10,7178261
3150,0.5,2012,4.071484553594534,4,3,2,25800006
1061,0.5,2015,32.54225131534207,2,3,1,13216878
879,0.0,2017,21.89168234311808,1,1,12,6076400
5725,1.0,2010,3.0069369760864637,6,6,0,55170851
948,0.0,2019,38.311665649254,2,2,16,3409298
1042,1.0,2013,20.408707126873438,1,1,2,5484318
1387,0.0,2013,6.905289086316541,2,2,15,5069766
763,0.0,2020,15.570314411852147,1,1,17,5121466
4087,0.0,2015,1.7790740875504891,5,5,18,17171921
4465,0.5,2010,44.1129386404891,5,4,3,28054240
5577,0.0,2025,33.865793471854005,6,6,17,39670647
4379,1.0,2021,2.6743124407424954,6,6,3,29056475
5786,1.0,2024,11.193482913658697,6,6,0,115434934
2712,0.0,2024,21.697850389747323,4,3,12,33440320
1749,0.0,2015,32.40706161554044,2,3,11,6299371
1569,0.0,2019,28.759359915994835,1,1,11,5935751
2512,0.5,2018,20.13454003655037,3,4,3,21424069
990,0.0,2010,24.82833153639295,2,3,4,5434934
5912,1.0,2021,2.4185410792713893,6,6,1,68560223
3915,1.0,2020,44.95303133122749,4,3,3,54249152
1083,0.0,2020,39.08337447686231,1,1,0,3805989
3610,1.0,2012,14.864123144476036,4,4,1,55749943
530,0.0,2021,5.294895867963559,1,1,1,3985457
5212,0.0,2014,28.46967430176367,6,6,16,32601605
3220,0.5,2019,41.282757810535834,5,5,3,14148812
4143,0.0,2011,30.97375833963983,6,6,17,13442480
3109,0.0,2020,3.5306623935183215,4,5,20,25304878
2372,0.0,2012,17.384619611041806,2,1,5,8721232
2554,1.0,2011,32.47565273270804,4,5,0,12423785
2473,0.5,2024,11.272679841897768,4,3,3,38580648
4408,0.5,2013,29.107552095661735,6,6,1,52625443
3086,0.0,2017,26.499846522049197,3,4,0,11423533
668,1.0,2024,4.784710139248032,1,2,1,4497439
2778,1.0,2018,33.30951161220612,3,3,1,24363518
4604,0.0,2017,19.968675152949462,6,6,4,18309786
3659,0.0,2019,7.656380844942227,4,4,14,26602445
5242,0.0,2019,41.747533033269725,6,6,16,33007122
5661,0.0,2010,33.67052073896762,6,5,8,17782883
3517,1.0,2018,32.69809534441956,5,5,3,20086195
642,1.0,2014,20.389981732534874,1,1,3,6291575
5268,0.0,2025,29.15039448780485,6,6,18,40007696
5671,0.0,2023,29.012003858288807,6,6,18,23120917
2847,0.5,2011,6.5942682362677045,4,4,0,22026093
5036,0.0,2018,39.65420297928397,6,6,3,50281742
2466,0.0,2023,36.8701383940872,3,2,13,8906640
4427,1.0,2011,6.611895958952776,6,5,2,25315270
3950,0.0,2025,14.86564962203561,5,5,10,17232059
3647,0.0,2010,3.5719318317831914,4,4,6,36682310
620,0.0,2012,15.859983015710025,1,1,12,2358116
982,0.0,2015,32.97828313416379,1,1,11,5596540
4820,0.5,2012,0.6594582480640768,6,6,1,24697916
5479,0.0,2015,23.051819921454875,6,6,16,21217100
3399,1.0,2012,39.09189932915111,5,6,3,16238242
1840,0.5,2025,14.350968237707875,2,1,2,10759053
4991,0.0,2024,32.7256823581209,6,6,6,33514324
4518,0.0,2019,2.9321480806151174,6,5,8,20183447
2826,0.0,2011,25.295109563480175,3,3,0,27754935
2033,1.0,2011,39.52269964775045,2,2,0,25888589
588,1.0,2013,18.650455939002256,1,1,0,5391098
4944,0.0,2023,28.215335109153695,6,6,1,55944820
1041,0.5,2012,28.719280019389334,2,1,1,4298081
5193,0.5,2017,33.07076951306537,6,6,2,22894991
5336,1.0,2010,10.664484487479305,6,5,1,48651746
4523,0.5,2015,33.7820888492327,6,6,1,33075664
4067,0.0,2015,11.07190275451134,5,5,6,15313804
3246,0.5,2014,27.10711139474609,4,5,3,24161251
3519,1.0,2021,7.624624632984309,4,3,0,39128335
4029,0.0,2023,33.26349018293864,5,4,3,16749063
3854,0.0,2019,13.287070710337968,5,4,15,15754667
1418,1.0,2023,29.48677195351684,1,2,2,8507841
956,0.5,2020,7.449572484795185,1,2,2,14734856
5737,0.0,2021,10.78402439901769,6,5,16,45121239
2754,0.0,2017,36.86669975875435,3,4,17,28089065
1214,0.0,2020,4.640680538028944,1,1,0,5582126
1228,0.0,2010,4.845179232803021,2,2,0,7695160
5697,0.0,2022,34.94248269181914,6,6,11,61769933
946,0.0,2021,5.988182692212574,2,2,11,7373836
2334,0.0,2014,40.32749471908584,3,4,10,21210432
4446,0.0,2013,6.697166540912929,6,6,5,17335869
3892,1.0,2017,30.827829390876946,4,3,2,35583316
1479,0.0,2020,27.133372549506,2,1,6,5940603
1994,0.0,2019,32.89157533266032,3,3,10,12383793
2344,1.0,2020,31.430108699633823,2,2,1,39884296
1955,0.0,2011,16.769169307392,3,2,3,19584811
1087,1.0,2019,42.60340075033491,2,3,2,16429516
2533,0.0,2016,23.121547703734187,3,2,15,9451216
5155,1.0,2025,43.74853160758825,6,5,1,29269594
3358,0.0,2011,17.455434343524463,4,4,17,11760579
973,0.5,2017,23.962246931014853,1,1,2,4650953
4077,0.0,2024,26.493028791433005,6,6,20,30017751
5533,1.0,2025,25.56470637727654,6,5,0,97312887
5624,0.5,2020,29.946429206067194,6,6,3,45727946
4388,0.0,2020,13.241728756924317,5,6,14,20081451
2656,0.0,2014,3.3899656786452863,3,3,0,10446742
5588,0.0,2021,9.33083762869734,6,6,9,40127373
1310,0.0,2011,25.430138531263903,1,1,19,12472979
1415,0.0,2010,38.6668304262945,2,1,13,4142210
3534,0.0,2018,21.639357508596184,5,5,9,14070569
5690,0.0,2011,14.791170808405319,6,6,12,19850085
1194,0.0,2021,33.040455755620684,2,3,3,4496569
1733,0.0,2020,18.089621937129106,3,2,18,20329546
3195,0.0,2022,37.078804605775765,4,3,0,34638963
4662,0.5,2010,1.0281281760347702,6,6,0,36841458
1423,0.0,2021,5.665676036361346,1,1,8,6306082
5124,0.5,2020,5.065445643206974,6,6,1,28501725
4728,1.0,2016,2.055777595244691,5,4,2,47936073
562,0.0,2024,7.979305868686059,1,1,11,7622048
3736,0.5,2023,44.42304637444296,5,5,3,29365296
2298,0.0,2015,21.92742004245944,3,3,8,8515008
2301,1.0,2017,19.291275961279894,2,3,1,23093263
5001,0.5,2024,41.00375411960004,6,6,1,23640656
3082,0.0,2019,35.87473110609372,3,2,12,19259420
5581,0.0,2012,12.612254480335702,6,6,2,20566196
4238,1.0,2012,36.29601715083079,5,5,3,34123914
3577,0.5,2015,4.178810074468548,4,5,1,30770275
2259,0.0,2015,32.35417084966893,3,3,4,23220873
1567,0.0,2012,1.3200138579864311,1,1,14,10634003
4895,0.5,2015,9.853382571327392,6,5,3,24546160
3436,0.0,2022,39.99167996215314,5,6,5,21339987
4219,0.0,2010,17.11875559972765,5,4,17,25428783
5039,1.0,2010,21.409799590921175,6,5,3,70105052
757,0.0,2024,29.286797216037503,1,1,10,5489974
4982,0.0,2014,31.378257352984754,6,6,6,29600601
4742,0.0,2013,6.976960915845226,6,6,16,29727037
1655,0.5,2020,41.78325608093501,3,4,0,7306002
2485,0.0,2011,25.78614744077552,4,3,6,8527955
1078,0.0,2023,27.146145375276536,2,3,17,4443197
845,1.0,2022,29.013816085732554,2,3,1,8783246
2040,1.0,2012,38.4583796010515,2,3,2,9897783
453,0.0,2025,9.859797823327359,1,1,10,5780681
5244,1.0,2020,41.05639495592216,6,5,1,83315072
4382,1.0,2010,35.24399568473829,6,5,2,34157792
417,1.0,2022,10.461659023290224,1,1,0,2778446
1171,1.0,2015,36.046289943801106,1,2,3,16198470
1719,0.0,2019,22.942724807929952,2,2,13,19212544
1998,0.5,2023,26.112843558188835,2,1,0,28977228
3953,0.0,2014,44.667728803846884,5,6,17,33038627
418,0.0,2019,1.0846956128161698,1,1,12,5123894
5093,0.0,2025,42.16100141233568,6,6,4,19872454
2358,1.0,2015,32.784275005047895,2,2,2,20851573
3194,1.0,2020,16.007806621957606,3,4,2,19741490
3920,0.0,2015,32.95181877273122,4,4,16,24403351
708,0.0,2011,9.517852776582544,1,1,6,2571261
2593,1.0,2020,23.34761390297562,4,5,0,25263829
3254,0.5,2023,36.811107352108465,4,3,2,27441886
5980,0.5,2017,9.81987124967463,6,5,2,31367823
3890,0.0,2024,25.445416017457603,4,3,9,28298960
4824,0.0,2023,2.387647697101074,6,6,17,22691355
1760,0.0,2015,37.733788206954024,2,3,7,5949443
1841,0.0,2023,16.090867734749487,2,1,14,7823318
1182,1.0,2023,15.080887842019825,1,1,3,13413509
4258,0.0,2011,11.901761322572986,6,6,11,41901501
1498,1.0,2010,32.49803016731933,2,1,3,12236627
1383,1.0,2022,8.253199841344816,1,2,1,15221830
3556,0.0,2018,2.009254543829142,4,3,19,25277689
4833,0.0,2013,12.888439406166865,6,6,2,54335409
1193,0.5,2022,29.996832871193366,1,2,1,5652155
2624,0.0,2022,2.7352245898334147,4,5,16,12085605
2181,0.0,2019,19.50888280793763,3,3,15,8862589
1171,0.0,2025,36.39807214050455,1,2,13,4795243
4742,0.0,2024,19.49574979984538,6,6,19,55454004
988,0.0,2020,25.08370406648478,1,1,18,3758239
1113,0.0,2017,19.522427759316216,2,1,3,4394791
1504,0.0,2011,8.241940396526687,1,1,6,5665938
3078,0.0,2024,43.698843012416745,4,5,9,19781892
5732,0.0,2022,8.970214447998586,6,5,16,73893744
3578,0.0,2018,28.103819227352822,4,4,6,23365762
3096,1.0,2017,12.632687831858227,3,3,2,19320931
3570,1.0,2020,37.13584418489956,5,6,2,19889031
5401,0.0,2011,35.830879240457286,6,5,4,29523112
3136,0.0,2018,20.788700201073254,3,4,0,12577113
447,0.0,2017,8.93479344977151,1,2,0,1825405
798,0.0,2011,2.6382313440563903,1,1,1,8709337
2492,0.0,2015,21.713621571796605,4,4,14,9333927
1681,1.0,2014,7.803318725347169,3,2,0,9899002
4661,0.0,2011,42.740445338575725,5,6,11,23652685
3986,0.0,2017,6.581010909274733,4,5,13,46813102
5511,0.0,2024,10.986414762064616,6,6,19,25100135
880,0.0,2010,34.68936162283104,2,2,14,2725019
5376,0.0,2017,19.68571009523123,6,6,5,34922225
5991,0.0,2015,16.424323128885476,6,6,16,39700530
5194,0.5,2018,16.641058052009143,6,5,1,25902745
3056,0.0,2015,24.064222055097893,3,4,18,31565573
2638,1.0,2010,24.312153988368298,4,5,1,12881504
4538,0.0,2019,14.917994156975693,5,4,12,18704203
3219,0.0,2023,31.38904365242843,5,6,2,23403999
636,0.5,2014,13.253561343654583,1,1,1,5259820
4172,0.0,2016,11.17089567677346,6,6,6,28795190
4325,1.0,2013,39.093130839482114,5,6,1,20898778
1216,0.5,2013,5.476431782342558,2,3,0,10268510
2383,1.0,2021,43.6572677406946,2,1,1,21980062
931,0.0,2025,25.677707887281084,1,1,14,6846086
4460,0.0,2012,41.77571754962593,6,6,15,37643323
4324,0.0,2017,44.2015061699701,6,5,8,40285081
1084,0.0,2014,19.03248607165415,1,1,1,3965372
3104,1.0,2022,9.095989823093957,3,3,2,34778196
977,0.0,2020,42.194746463180685,2,2,20,5936975
5745,0.0,2021,38.31633742132127,6,6,17,22273178
4389,0.0,2023,8.54339326139909,5,6,9,19204294
2881,0.5,2021,7.243834048395843,3,3,0,16191441
2901,0.5,2015,44.58088078881029,4,4,0,20219597
3598,1.0,2023,26.231037188512897,4,3,1,38714706
5137,0.0,2012,20.69510955149379,6,5,16,17877686
4237,1.0,2010,28.283154417033415,6,5,0,21078049
4922,1.0,2017,37.65661023598582,6,6,2,45015003
5920,0.0,2023,1.1447265922773984,6,6,10,47591876
5667,1.0,2022,4.990603374744671,6,6,2,110802537
4931,0.0,2017,30.90958504251505,6,6,3,31603192
4062,0.5,2016,30.717574732960394,6,6,1,32241973
2729,0.0,2016,44.347215839901125,4,3,13,15481292
4904,0.0,2013,1.6950179222098225,6,6,16,32493720
719,0.5,2021,4.020800527954638,1,2,0,6798289
3373,1.0,2020,21.870762106299832,5,4,3,59692999
2816,0.5,2019,29.792580572891286,3,2,2,23229146
3068,1.0,2015,12.001896305511245,3,3,3,18008747
4107,1.0,2022,11.901883111473945,5,6,0,45510121
4068,0.0,2015,2.2317565626620426,5,5,3,28772918
1919,0.0,2022,2.56149719561956,3,3,11,8614069
5991,0.0,2022,4.494878313431873,6,6,19,77482010
3569,0.0,2017,3.5779004067030553,4,3,3,26657111
1575,0.5,2024,39.6686542230989,1,1,0,13407596
4396,0.0,2010,18.62062950792579,6,5,14,42826671
5536,1.0,2025,34.2559930095853,6,6,2,57957312
1493,0.0,2015,6.163465353462053,2,1,0,10385223
5007,0.0,2011,0.990800491542052,6,5,16,31648786
4340,0.0,2014,44.92209835212508,5,6,3,23158087
814,0.0,2018,35.96886892996521,2,3,10,5140101
3875,0.5,2010,37.55024820589504,4,5,1,14925477
5949,1.0,2015,27.29689374561774,6,5,1,56664678
3601,1.0,2018,9.283280088338289,5,6,2,22216289
1016,1.0,2014,1.555811787918068,2,2,1,10687970
3041,0.5,2014,33.731388726973634,3,2,2,13528684
4545,1.0,2024,36.59888920788208,5,5,2,75913449
869,0.0,2020,21.90705972525364,1,1,2,3560591
1208,0.0,2023,28.176858526188095,2,2,11,5022764
4329,0.0,2012,44.04502607439374,6,6,17,13346963
3969,0.5,2011,15.517443066975638,4,5,2,18108111
5461,0.0,2016,38.323957677265945,6,5,0,18527558
4640,0.0,2024,39.344852252797224,5,4,6,17564631
605,0.0,2012,4.20983080980754,1,2,15,4089706
5401,0.5,2023,21.644179628567727,6,6,1,29565808
2306,0.0,2023,26.28899433760525,3,2,9,9902865
5970,0.0,2022,6.936633736080421,6,6,5,47134283
569,0.0,2012,18.800372731843535,1,1,20,2031170
5757,0.0,2011,20.658533291663513,6,5,9,32957516
2910,0.5,2022,12.859488200836424,3,3,1,15590678
1823,0.0,2013,4.514464802832363,3,4,14,7233189
5685,0.0,2017,16.00952791544008,6,6,8,61888542
819,0.5,2013,27.70787644970011,1,1,3,6466601
796,0.0,2013,17.03044799995367,1,2,14,8432462
3658,0.5,2019,10.961453615316183,5,6,2,32465069
5606,0.5,2019,9.328065237558567,6,5,1,30853977
5752,1.0,2022,18.62730955221684,6,5,3,61794738
2756,0.0,2021,43.580351856447486,3,4,12,9912007
5210,0.5,2015,28.564081961926444,6,6,3,38609754
703,0.0,2018,5.198200288917108,1,2,11,2957834
4233,0.0,2012,6.641934558684165,6,5,4,16296438
679,0.0,2016,26.995503658655643,1,2,12,6906556
4696,1.0,2023,11.543904939613045,5,4,0,30695841
4986,0.0,2013,37.558129856584024,6,6,13,27049978
2394,0.5,2024,3.5872642442540066,2,1,0,14335429
2141,0.0,2021,11.013316089062132,2,3,2,15956598
4793,0.0,2021,28.74650899959613,6,6,18,18776499
5656,0.0,2016,29.72071146670583,6,6,0,33204406
847,0.0,2013,32.25180074608392,1,1,16,4849581
2313,0.0,2015,39.073921582870376,3,3,10,8057378
3562,0.5,2022,43.61802536691351,5,6,1,17043003
4378,0.0,2012,9.43987207686948,6,6,7,45542491
3179,0.0,2013,12.024311110607423,3,4,5,20499507
1250,0.0,2014,18.049771694218933,2,3,10,7546402
471,0.5,2016,17.53587931825868,1,1,0,3841368
851,0.0,2023,16.22769780756731,2,1,19,6360766
4264,0.5,2021,3.2675145152969884,5,6,2,39168489
2062,0.5,2023,38.89290064676349,3,4,0,17499673
598,1.0,2010,30.02300761028044,1,1,3,2872289
4778,0.5,2017,35.535402037392835,5,6,0,21748716
1574,0.0,2015,44.9892429344289,1,2,20,14861358
3511,0.0,2022,22.280382594221948,5,4,6,26851012
4866,0.5,2017,6.422201694342307,6,6,3,25713268
2440,1.0,2017,37.57044518505183,3,4,1,12693189
4972,0.0,2018,33.54460891740206,6,6,10,51488736
4553,0.0,2013,34.684275653992856,5,5,19,14806465
2995,0.0,2012,7.666441451701311,3,3,13,11261295
1113,0.0,2022,34.08133098262378,2,1,5,7010989
2686,0.0,2010,26.867706240264667,3,3,1,25675439
4902,0.0,2023,2.7514760157312916,6,6,19,64046658
2558,0.5,2018,13.500128793628216,3,4,3,37104215
1855,0.0,2020,10.303425404019043,3,4,5,7767864
2148,1.0,2022,13.455579244807657,2,2,1,14617907
2748,0.0,2025,9.390591360446148,3,4,20,36889445
4348,0.0,2011,18.204629223923256,6,5,11,25690166
3980,0.5,2018,10.156962590491084,4,5,0,57933308
2993,0.0,2022,18.126642796050245,4,5,2,22335359
3561,0.0,2019,1.2381696748859896,5,6,2,15551058
3971,0.0,2022,33.24902362120086,5,4,18,42391195
981,1.0,2021,15.943903235420304,2,3,0,17831099
1494,0.0,2017,13.295409225277856,2,3,0,10265710
3089,1.0,2018,38.72136600395439,3,4,3,16682874
2801,1.0,2011,33.81670690707874,4,5,1,13825717
1040,0.0,2020,38.907864126360934,2,1,0,3869067
5128,0.0,2016,39.343967101400715,6,6,3,17119987
509,0.0,2016,32.96993653129545,1,1,11,4940069
3857,1.0,2012,3.0616483593349493,5,5,3,65347081
4217,0.0,2021,4.756104463705569,5,4,10,18709468
4435,1.0,2025,3.763162560915459,6,6,2,33950163
1963,0.0,2024,11.533351071370948,3,2,3,25039373
2550,0.0,2013,38.94129406121027,3,4,10,14847753
4899,0.0,2024,2.203800936280256,6,5,15,41558208
3636,1.0,2023,3.0177620319811242,5,4,0,44458670
1994,0.0,2019,5.7336528349095754,2,2,20,14932449
5659,1.0,2018,26.236586413677532,6,6,0,57460159
2696,0.0,2010,14.70230374855548,4,5,1,27738933
5301,1.0,2023,42.36618100149341,6,6,3,53459716
5038,0.5,2012,6.521670041679319,6,5,0,24165970
5025,0.0,2016,36.3038416278293,6,6,19,17790521
2860,0.0,2021,29.19606973112389,4,5,7,18061926
1390,0.0,2023,29.56580627516956,1,1,13,16010582
1230,0.0,2024,16.154060305502234,1,2,6,15365625
2182,0.0,2020,0.7014191809222323,2,2,14,27369279
931,0.5,2011,16.810082275373336,1,1,0,4278026
2094,0.0,2020,27.261338821075537,2,3,9,8059501
5550,0.5,2012,33.31209354070317,6,6,1,22807170
5193,0.0,2013,25.109431145133893,6,6,7,51940798
4886,1.0,2021,44.157860977453595,6,6,0,73563218
2671,1.0,2010,26.601529425979383,4,4,1,22569454
1926,1.0,2025,4.196295553896603,3,3,3,13897823
1382,0.0,2018,38.547563161771166,2,3,20,12660013
4026,0.0,2024,29.549379847067314,6,6,8,28735435
2956,0.0,2023,23.510698681357653,4,3,15,32413140
2496,0.5,2018,35.17086998264284,4,3,2,11470124
5882,0.0,2012,31.21782740021675,6,5,2,34372842
1207,0.5,2020,42.722849278610354,2,2,0,9350245
1109,0.0,2014,21.15617852991741,2,3,18,7081551
2351,1.0,2011,32.12763547143876,3,3,2,34014408
4174,0.0,2017,20.931590506496196,6,6,16,28855462
3486,1.0,2014,12.873323989767956,5,4,1,19726047
745,0.0,2011,14.717377089179877,1,1,20,7515556
5987,0.0,2015,26.844851665157908,6,6,16,21701130
3227,0.5,2025,8.530806965892598,5,4,3,32592772
4216,0.0,2021,22.989882481071028,5,4,10,17589508
5161,0.5,2015,31.356216681780772,6,6,0,62211574
1325,0.0,2020,24.371897981424322,1,1,2,9023233
3308,1.0,2014,25.53223476978429,4,3,1,18166379
2680,1.0,2015,9.957238806076905,4,5,1,26860632
1869,0.5,2017,29.76560898069442,2,1,0,22640355
2618,0.0,2020,27.085162804545714,4,4,13,18093175
5242,0.0,2014,24.238104387170708,6,5,4,18975423
1400,1.0,2010,31.475950586633818,2,2,0,6986389
4768,0.0,2011,31.693929160344485,6,6,2,43465970
1448,1.0,2018,31.294709216633468,1,2,3,8445281
5252,0.0,2023,6.7562628080809475,6,6,2,41192450
3285,1.0,2020,26.71015720734187,5,4,2,53110837
5044,0.0,2017,31.595704993754943,6,6,4,18494367
2921,0.0,2021,27.57222642184425,3,3,18,11744058
3940,0.0,2013,9.084364479871315,4,4,18,26162187
5874,0.0,2010,1.5609950850868055,6,6,20,22672088
5978,1.0,2022,27.57819305167038,6,6,1,33901329
2963,0.0,2025,10.31054388669173,4,4,9,13585324
2505,1.0,2025,37.328953449948756,4,3,0,15533165
2619,0.0,2017,42.124701994400475,4,5,20,15674088
3701,1.0,2010,37.814365526225465,5,5,0,46789452
2593,0.5,2021,8.087277086895256,4,4,3,23773673
5956,0.0,2018,36.921669010485935,6,6,7,34120227
3746,0.0,2019,8.443989221982337,4,5,5,27454511
5349,1.0,2018,13.76813377381628,6,5,2,33272663
1228,0.0,2014,37.356065250806054,1,1,12,3982365
3806,0.0,2012,6.964088510388503,5,6,18,14563333
2747,0.0,2010,8.858472754614805,4,3,11,27821516
5044,1.0,2011,38.10673779681109,6,6,3,38399686
4385,1.0,2023,44.42860628826563,6,6,3,25265327
5577,0.0,2014,28.795600327422925,6,6,7,55176051
1691,0.0,2011,27.97224047066528,3,3,12,5768582
431,0.0,2022,24.555522972526184,1,1,16,1807742
2878,1.0,2015,11.383078106740316,3,2,2,17403190
2361,0.0,2021,2.1817758927812694,3,4,8,17962419
4717,1.0,2021,20.538539097234274,6,6,3,86284888
5304,0.5,2020,38.189475868249254,6,5,3,68973465
3445,1.0,2012,40.04097765640423,5,6,0,28200913
3933,1.0,2022,22.9986373593744,5,6,1,42829916
1104,0.0,2016,42.31542767999029,2,2,8,6488516
5068,0.0,2019,25.59124452199094,6,5,20,18863100
5390,0.0,2019,34.29626326197718,6,6,2,19760262
2906,0.0,2018,20.16514411533505,3,2,6,32705637
5298,0.0,2021,4.155105097019929,6,6,4,71153868
5797,1.0,2010,37.781417700121494,6,5,0,46844427
5972,0.0,2012,42.468708354560306,6,5,14,30184795
3511,0.0,2025,32.69766240425841,4,5,8,25043264
3425,0.0,2021,18.69958831748324,4,3,16,13109115
5684,0.0,2019,38.78557460861405,6,6,2,35484487
5435,0.0,2023,28.57962481655068,6,6,18,36693029
2694,0.5,2013,0.6238077496457588,4,3,0,39071761
2308,0.0,2015,42.12091007978498,3,3,2,7370550
2971,1.0,2012,21.10057666615169,4,3,3,15475918
1828,0.0,2013,8.258759982495114,3,3,4,12249576
4535,0.0,2020,8.64388752632374,6,6,10,32202008
1453,0.0,2019,15.684068688256326,2,2,2,6205817
5327,0.0,2014,2.390898249655019,6,5,16,36787126
4792,1.0,2024,14.095157297241173,5,6,0,32546959
2750,0.0,2013,4.556340971162858,4,5,9,10506379
1683,0.0,2022,9.486193122132542,2,3,15,12914127
2347,0.5,2025,1.3030300362967573,2,2,2,40613402
1005,0.5,2012,30.80486251884309,1,2,2,7435551
1736,0.0,2021,26.113805769243335,2,1,18,6782018
3336,0.5,2016,4.601442783426832,5,5,2,30641954
3178,0.5,2017,35.004841107579544,3,4,1,13923760
5359,0.0,2011,31.1183090688423,6,6,19,48571277
4379,0.5,2021,7.370772758672749,5,5,3,23925125
4987,1.0,2019,2.3427988762800327,6,6,1,55418792
4806,0.0,2020,6.509280746652922,6,5,6,21517653
2334,0.0,2024,5.702220605377069,2,2,16,10860968
3106,1.0,2023,27.660403863207655,4,3,2,51846606
1129,0.0,2015,2.779877524384342,2,3,2,7777966
2394,0.5,2022,14.337280521188298,3,4,2,13168487
1389,0.0,2018,16.476181400110853,1,1,3,9878010
5419,1.0,2010,4.3136846331001735,6,6,0,29620890
2375,1.0,2017,15.775628413096495,2,3,0,14451780
862,0.0,2015,25.697032666104853,1,1,4,3307720
410,1.0,2013,14.837410840494158,1,2,1,2312532
2748,0.0,2015,41.91531173636531,3,3,17,15114003
4534,0.0,2022,13.224607853312012,5,5,9,19639826
990,0.5,2019,29.467756185039658,2,2,0,8061789
1888,0.0,2018,24.472483157674183,2,3,8,20289535
5480,0.5,2014,17.195034645282057,6,5,3,26400300
3623,0.0,2014,43.615309055147705,5,4,3,32683500
5514,0.0,2012,38.721824335473684,6,6,2,29168433
1340,1.0,2018,9.429706983705712,2,2,1,8291678
3763,0.0,2012,43.77472453036377,5,5,0,11731422
2288,0.0,2014,1.349438273925958,2,3,3,15140296
5371,0.0,2024,0.9818511465987656,6,6,17,25410370
5200,1.0,2010,4.746572181808958,6,5,0,29061777
1013,0.0,2019,16.326838396615017,1,1,6,7187374
5402,0.0,2016,16.740478176675413,6,6,8,35134120
5092,0.0,2017,2.983711790763892,6,6,17,22378921
4233,0.5,2021,33.56509407701886,6,6,1,34152894
4843,0.5,2025,14.778671831309156,6,6,3,28312225
4353,0.0,2022,42.6862447292805,6,6,5,15683111
3011,0.5,2017,44.92150187608733,3,2,1,12359342
1109,0.5,2023,31.21352525605497,2,1,2,9604963
2206,0.0,2025,5.6301916337132605,2,1,14,10015053
2053,0.0,2019,23.514437369567027,2,3,6,13353683
